x	denom	arg(denom)
 (0.000016+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000106+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000016+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000097+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000025+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000097+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000025+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000086+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000036+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000086+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000036+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000074+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000048+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000074+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000048+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (2.000458+0.000000j)	 (0.000326-0.042798j)	 (-1.563179+0.000000j)
 (-2.000458+0.000000j)	 (0.000326+0.042798j)	 (1.563179+0.000000j)
 (2.000730+0.000000j)	 (0.000258-0.054052j)	 (-1.566020+0.000000j)
 (2.000185+0.000000j)	 (0.000512-0.027242j)	 (-1.552001+0.000000j)
 (-2.000730+0.000000j)	 (0.000258+0.054052j)	 (1.566020+0.000000j)
 (-2.000185+0.000000j)	 (0.000512+0.027242j)	 (1.552001+0.000000j)
 (2.000719+0.000000j)	 (0.000260-0.053619j)	 (-1.565943+0.000000j)
 (2.000197+0.000000j)	 (0.000497-0.028083j)	 (-1.553109+0.000000j)
 (-2.000719+0.000000j)	 (0.000260+0.053619j)	 (1.565943+0.000000j)
 (-2.000197+0.000000j)	 (0.000497+0.028083j)	 (1.553109+0.000000j)
 (2.000695+0.000000j)	 (0.000265-0.052749j)	 (-1.565781+0.000000j)
 (2.000220+0.000000j)	 (0.000470-0.029685j)	 (-1.554966+0.000000j)
 (-2.000695+0.000000j)	 (0.000265+0.052749j)	 (1.565781+0.000000j)
 (-2.000220+0.000000j)	 (0.000470+0.029685j)	 (1.554966+0.000000j)
 (2.000662+0.000000j)	 (0.000271-0.051447j)	 (-1.565524+0.000000j)
 (2.000254+0.000000j)	 (0.000438-0.031886j)	 (-1.557076+0.000000j)
 (-2.000662+0.000000j)	 (0.000271+0.051447j)	 (1.565524+0.000000j)
 (-2.000254+0.000000j)	 (0.000438+0.031886j)	 (1.557076+0.000000j)
 (2.000619+0.000000j)	 (0.000280-0.049759j)	 (-1.565161+0.000000j)
 (2.000297+0.000000j)	 (0.000405-0.034461j)	 (-1.559049+0.000000j)
 (-2.000619+0.000000j)	 (0.000280+0.049759j)	 (1.565161+0.000000j)
 (-2.000297+0.000000j)	 (0.000405+0.034461j)	 (1.559049+0.000000j)
 (2.000569+0.000000j)	 (0.000292-0.047726j)	 (-1.564671+0.000000j)
 (2.000346+0.000000j)	 (0.000375-0.037224j)	 (-1.560728+0.000000j)
 (-2.000569+0.000000j)	 (0.000292+0.047726j)	 (1.564671+0.000000j)
 (-2.000346+0.000000j)	 (0.000375+0.037224j)	 (1.560728+0.000000j)
 (2.000515+0.000000j)	 (0.000307-0.045388j)	 (-1.564023+0.000000j)
 (2.000401+0.000000j)	 (0.000348-0.040041j)	 (-1.562094+0.000000j)
 (-2.000515+0.000000j)	 (0.000307+0.045388j)	 (1.564023+0.000000j)
 (-2.000401+0.000000j)	 (0.000348+0.040041j)	 (1.562094+0.000000j)
 (1.999908+0.000000j)	 (0.019150-0.000728j)	 (-0.038018+0.000000j)
 (-1.999908+0.000000j)	 (0.019150+0.000728j)	 (0.038018+0.000000j)
 (2.000181+0.000000j)	 (0.000519-0.026896j)	 (-1.551513+0.000000j)
 (1.999636+0.000000j)	 (0.038148-0.000366j)	 (-0.009583+0.000000j)
 (-2.000181+0.000000j)	 (0.000519+0.026896j)	 (1.551513+0.000000j)
 (-1.999636+0.000000j)	 (0.038148+0.000366j)	 (0.009583+0.000000j)
 (2.000169+0.000000j)	 (0.000536-0.026017j)	 (-1.550189+0.000000j)
 (1.999648+0.000000j)	 (0.037534-0.000372j)	 (-0.009900+0.000000j)
 (-2.000169+0.000000j)	 (0.000536+0.026017j)	 (1.550189+0.000000j)
 (-1.999648+0.000000j)	 (0.037534+0.000372j)	 (0.009900+0.000000j)
 (2.000146+0.000000j)	 (0.000577-0.024173j)	 (-1.546927+0.000000j)
 (1.999671+0.000000j)	 (0.036280-0.000384j)	 (-0.010595+0.000000j)
 (-2.000146+0.000000j)	 (0.000577+0.024173j)	 (1.546927+0.000000j)
 (-1.999671+0.000000j)	 (0.036280+0.000384j)	 (0.010595+0.000000j)
 (2.000112+0.000000j)	 (0.000658-0.021188j)	 (-1.539732+0.000000j)
 (1.999705+0.000000j)	 (0.034363-0.000406j)	 (-0.011811+0.000000j)
 (-2.000112+0.000000j)	 (0.000658+0.021188j)	 (1.539732+0.000000j)
 (-1.999705+0.000000j)	 (0.034363+0.000406j)	 (0.011811+0.000000j)
 (2.000069+0.000000j)	 (0.000836-0.016685j)	 (-1.520730+0.000000j)
 (1.999747+0.000000j)	 (0.031783-0.000439j)	 (-0.013807+0.000000j)
 (-2.000069+0.000000j)	 (0.000836+0.016685j)	 (1.520730+0.000000j)
 (-1.999747+0.000000j)	 (0.031783+0.000439j)	 (0.013807+0.000000j)
 (2.000020+0.000000j)	 (0.001540-0.009057j)	 (-1.402367+0.000000j)
 (1.999797+0.000000j)	 (0.028500-0.000489j)	 (-0.017171+0.000000j)
 (-2.000020+0.000000j)	 (0.001540+0.009057j)	 (1.402367+0.000000j)
 (-1.999797+0.000000j)	 (0.028500+0.000489j)	 (0.017171+0.000000j)
 (1.999966+0.000000j)	 (0.011804-0.001182j)	 (-0.099787+0.000000j)
 (1.999851+0.000000j)	 (0.024388-0.000572j)	 (-0.023448+0.000000j)
 (-1.999966+0.000000j)	 (0.011804+0.001182j)	 (0.099787+0.000000j)
 (-1.999851+0.000000j)	 (0.024388+0.000572j)	 (0.023448+0.000000j)
 (0.000092+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000092+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000122+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000061+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000122+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000061+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000121+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000063+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000121+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000063+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000118+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000065+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000118+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000065+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000114+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000069+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000114+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000069+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000109+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000074+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000109+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000074+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000104+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000079+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000104+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000079+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000098+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000085+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000098+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000085+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000031+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000031+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000061+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000000+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000061+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000000+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000059+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000002+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000059+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000002+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000057+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000004+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000057+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000004+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000053+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000008+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000053+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000008+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000048+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000013+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000048+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000013+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000043+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000018+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000043+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000018+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000037+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000024+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000037+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000024+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (2.000046+0.000000j)	 (0.001028-0.013571j)	 (-1.495196+0.000000j)
 (-2.000046+0.000000j)	 (0.001028+0.013571j)	 (1.495196+0.000000j)
 (2.000182+0.000000j)	 (0.000517-0.026983j)	 (-1.551638+0.000000j)
 (1.999910+0.000000j)	 (0.019027-0.000733j)	 (-0.038510+0.000000j)
 (-2.000182+0.000000j)	 (0.000517+0.026983j)	 (1.551638+0.000000j)
 (-1.999910+0.000000j)	 (0.019027+0.000733j)	 (0.038510+0.000000j)
 (2.000176+0.000000j)	 (0.000525-0.026548j)	 (-1.551006+0.000000j)
 (1.999915+0.000000j)	 (0.018407-0.000758j)	 (-0.041146+0.000000j)
 (-2.000176+0.000000j)	 (0.000525+0.026548j)	 (1.551006+0.000000j)
 (-1.999915+0.000000j)	 (0.018407+0.000758j)	 (0.041146+0.000000j)
 (2.000165+0.000000j)	 (0.000544-0.025662j)	 (-1.549616+0.000000j)
 (1.999927+0.000000j)	 (0.017106-0.000815j)	 (-0.047631+0.000000j)
 (-2.000165+0.000000j)	 (0.000544+0.025662j)	 (1.549616+0.000000j)
 (-1.999927+0.000000j)	 (0.017106+0.000815j)	 (0.047631+0.000000j)
 (2.000148+0.000000j)	 (0.000574-0.024307j)	 (-1.547189+0.000000j)
 (1.999944+0.000000j)	 (0.015003-0.000930j)	 (-0.061892+0.000000j)
 (-2.000148+0.000000j)	 (0.000574+0.024307j)	 (1.547189+0.000000j)
 (-1.999944+0.000000j)	 (0.015003+0.000930j)	 (0.061892+0.000000j)
 (2.000126+0.000000j)	 (0.000620-0.022483j)	 (-1.543205+0.000000j)
 (1.999965+0.000000j)	 (0.011842-0.001178j)	 (-0.099149+0.000000j)
 (-2.000126+0.000000j)	 (0.000620+0.022483j)	 (1.543205+0.000000j)
 (-1.999965+0.000000j)	 (0.011842+0.001178j)	 (0.099149+0.000000j)
 (2.000102+0.000000j)	 (0.000692-0.020163j)	 (-1.536496+0.000000j)
 (1.999990+0.000000j)	 (0.006651-0.002097j)	 (-0.305501+0.000000j)
 (-2.000102+0.000000j)	 (0.000692+0.020163j)	 (1.536496+0.000000j)
 (-1.999990+0.000000j)	 (0.006651+0.002097j)	 (0.305501+0.000000j)
 (2.000074+0.000000j)	 (0.000808-0.017260j)	 (-1.524005+0.000000j)
 (2.000017+0.000000j)	 (0.001648-0.008466j)	 (-1.378594+0.000000j)
 (-2.000074+0.000000j)	 (0.000808+0.017260j)	 (1.524005+0.000000j)
 (-2.000017+0.000000j)	 (0.001648+0.008466j)	 (1.378594+0.000000j)
 (1.999771+0.000000j)	 (0.030259-0.000461j)	 (-0.015232+0.000000j)
 (-1.999771+0.000000j)	 (0.030259+0.000461j)	 (0.015232+0.000000j)
 (1.999907+0.000000j)	 (0.019272-0.000724j)	 (-0.037539+0.000000j)
 (1.999635+0.000000j)	 (0.038210-0.000365j)	 (-0.009553+0.000000j)
 (-1.999907+0.000000j)	 (0.019272+0.000724j)	 (0.037539+0.000000j)
 (-1.999635+0.000000j)	 (0.038210+0.000365j)	 (0.009553+0.000000j)
 (1.999901+0.000000j)	 (0.019865-0.000702j)	 (-0.035331+0.000000j)
 (1.999641+0.000000j)	 (0.037904-0.000368j)	 (-0.009707+0.000000j)
 (-1.999901+0.000000j)	 (0.019865+0.000702j)	 (0.035331+0.000000j)
 (-1.999641+0.000000j)	 (0.037904+0.000368j)	 (0.009707+0.000000j)
 (1.999890+0.000000j)	 (0.020997-0.000664j)	 (-0.031629+0.000000j)
 (1.999652+0.000000j)	 (0.037289-0.000374j)	 (-0.010030+0.000000j)
 (-1.999890+0.000000j)	 (0.020997+0.000664j)	 (0.031629+0.000000j)
 (-1.999652+0.000000j)	 (0.037289+0.000374j)	 (0.010030+0.000000j)
 (1.999873+0.000000j)	 (0.022551-0.000619j)	 (-0.027422+0.000000j)
 (1.999669+0.000000j)	 (0.036370-0.000383j)	 (-0.010544+0.000000j)
 (-1.999873+0.000000j)	 (0.022551+0.000619j)	 (0.027422+0.000000j)
 (-1.999669+0.000000j)	 (0.036370+0.000383j)	 (0.010544+0.000000j)
 (1.999852+0.000000j)	 (0.024369-0.000572j)	 (-0.023483+0.000000j)
 (1.999691+0.000000j)	 (0.035177-0.000396j)	 (-0.011271+0.000000j)
 (-1.999852+0.000000j)	 (0.024369+0.000572j)	 (0.023483+0.000000j)
 (-1.999691+0.000000j)	 (0.035177+0.000396j)	 (0.011271+0.000000j)
 (1.999827+0.000000j)	 (0.026321-0.000530j)	 (-0.020130+0.000000j)
 (1.999715+0.000000j)	 (0.033741-0.000413j)	 (-0.012251+0.000000j)
 (-1.999827+0.000000j)	 (0.026321+0.000530j)	 (0.020130+0.000000j)
 (-1.999715+0.000000j)	 (0.033741+0.000413j)	 (0.012251+0.000000j)
 (1.999800+0.000000j)	 (0.028311-0.000493j)	 (-0.017400+0.000000j)
 (1.999743+0.000000j)	 (0.032089-0.000435j)	 (-0.013544+0.000000j)
 (-1.999800+0.000000j)	 (0.028311+0.000493j)	 (0.017400+0.000000j)
 (-1.999743+0.000000j)	 (0.032089+0.000435j)	 (0.013544+0.000000j)
 (0.000046+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000046+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000061+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000031+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000061+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000031+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000060+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000031+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000060+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000031+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000059+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000033+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000059+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000033+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000057+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000034+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000057+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000034+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000055+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000037+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000055+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000037+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000052+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000040+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000052+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000040+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000049+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000043+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000049+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000043+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000015+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000015+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000030+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000000+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000030+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000000+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000030+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000001+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000030+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000001+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000028+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000002+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000028+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000002+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000027+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000004+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000027+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000004+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000024+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000006+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000024+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000006+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000021+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000009+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000021+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000009+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000018+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000012+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000018+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000012+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (2.000114+0.000000j)	 (0.000652-0.021406j)	 (-1.540361+0.000000j)
 (-2.000114+0.000000j)	 (0.000652+0.021406j)	 (1.540361+0.000000j)
 (2.000183+0.000000j)	 (0.000516-0.027026j)	 (-1.551699+0.000000j)
 (2.000046+0.000000j)	 (0.001021-0.013657j)	 (-1.496138+0.000000j)
 (-2.000183+0.000000j)	 (0.000516+0.027026j)	 (1.551699+0.000000j)
 (-2.000046+0.000000j)	 (0.001021+0.013657j)	 (1.496138+0.000000j)
 (2.000180+0.000000j)	 (0.000520-0.026810j)	 (-1.551390+0.000000j)
 (2.000049+0.000000j)	 (0.000991-0.014074j)	 (-1.500485+0.000000j)
 (-2.000180+0.000000j)	 (0.000520+0.026810j)	 (1.551390+0.000000j)
 (-2.000049+0.000000j)	 (0.000991+0.014074j)	 (1.500485+0.000000j)
 (2.000174+0.000000j)	 (0.000529-0.026375j)	 (-1.550745+0.000000j)
 (2.000055+0.000000j)	 (0.000938-0.014870j)	 (-1.507790+0.000000j)
 (-2.000174+0.000000j)	 (0.000529+0.026375j)	 (1.550745+0.000000j)
 (-2.000055+0.000000j)	 (0.000938+0.014870j)	 (1.507790+0.000000j)
 (2.000165+0.000000j)	 (0.000542-0.025725j)	 (-1.549719+0.000000j)
 (2.000064+0.000000j)	 (0.000874-0.015965j)	 (-1.516118+0.000000j)
 (-2.000165+0.000000j)	 (0.000542+0.025725j)	 (1.549719+0.000000j)
 (-2.000064+0.000000j)	 (0.000874+0.015965j)	 (1.516118+0.000000j)
 (2.000155+0.000000j)	 (0.000561-0.024882j)	 (-1.548267+0.000000j)
 (2.000074+0.000000j)	 (0.000809-0.017247j)	 (-1.523934+0.000000j)
 (-2.000155+0.000000j)	 (0.000561+0.024882j)	 (1.548267+0.000000j)
 (-2.000074+0.000000j)	 (0.000809+0.017247j)	 (1.523934+0.000000j)
 (2.000142+0.000000j)	 (0.000585-0.023867j)	 (-1.546311+0.000000j)
 (2.000087+0.000000j)	 (0.000749-0.018625j)	 (-1.530602+0.000000j)
 (-2.000142+0.000000j)	 (0.000585+0.023867j)	 (1.546311+0.000000j)
 (-2.000087+0.000000j)	 (0.000749+0.018625j)	 (1.530602+0.000000j)
 (2.000129+0.000000j)	 (0.000615-0.022699j)	 (-1.543728+0.000000j)
 (2.000100+0.000000j)	 (0.000696-0.020030j)	 (-1.536040+0.000000j)
 (-2.000129+0.000000j)	 (0.000615+0.022699j)	 (1.543728+0.000000j)
 (-2.000100+0.000000j)	 (0.000696+0.020030j)	 (1.536040+0.000000j)
 (1.999977+0.000000j)	 (0.009676-0.001442j)	 (-0.147895+0.000000j)
 (-1.999977+0.000000j)	 (0.009676+0.001442j)	 (0.147895+0.000000j)
 (2.000045+0.000000j)	 (0.001034-0.013485j)	 (-1.494230+0.000000j)
 (1.999909+0.000000j)	 (0.019089-0.000731j)	 (-0.038262+0.000000j)
 (-2.000045+0.000000j)	 (0.001034+0.013485j)	 (1.494230+0.000000j)
 (-1.999909+0.000000j)	 (0.019089+0.000731j)	 (0.038262+0.000000j)
 (2.000042+0.000000j)	 (0.001069-0.013049j)	 (-1.489054+0.000000j)
 (1.999912+0.000000j)	 (0.018782-0.000743j)	 (-0.039520+0.000000j)
 (-2.000042+0.000000j)	 (0.001069+0.013049j)	 (1.489054+0.000000j)
 (-1.999912+0.000000j)	 (0.018782+0.000743j)	 (0.039520+0.000000j)
 (2.000036+0.000000j)	 (0.001149-0.012137j)	 (-1.476384+0.000000j)
 (1.999918+0.000000j)	 (0.018157-0.000768j)	 (-0.042286+0.000000j)
 (-2.000036+0.000000j)	 (0.001149+0.012137j)	 (1.476384+0.000000j)
 (-1.999918+0.000000j)	 (0.018157+0.000768j)	 (0.042286+0.000000j)
 (2.000028+0.000000j)	 (0.001307-0.010669j)	 (-1.448853+0.000000j)
 (1.999926+0.000000j)	 (0.017201-0.000811j)	 (-0.047111+0.000000j)
 (-2.000028+0.000000j)	 (0.001307+0.010669j)	 (1.448853+0.000000j)
 (-1.999926+0.000000j)	 (0.017201+0.000811j)	 (0.047111+0.000000j)
 (2.000017+0.000000j)	 (0.001643-0.008492j)	 (-1.379734+0.000000j)
 (1.999937+0.000000j)	 (0.015915-0.000876j)	 (-0.055016+0.000000j)
 (-2.000017+0.000000j)	 (0.001643+0.008492j)	 (1.379734+0.000000j)
 (-1.999937+0.000000j)	 (0.015915+0.000876j)	 (0.055016+0.000000j)
 (2.000005+0.000000j)	 (0.002680-0.005205j)	 (-1.095383+0.000000j)
 (1.999949+0.000000j)	 (0.014282-0.000977j)	 (-0.068281+0.000000j)
 (-2.000005+0.000000j)	 (0.002680+0.005205j)	 (1.095383+0.000000j)
 (-1.999949+0.000000j)	 (0.014282+0.000977j)	 (0.068281+0.000000j)
 (1.999991+0.000000j)	 (0.006278-0.002222j)	 (-0.340120+0.000000j)
 (1.999963+0.000000j)	 (0.012244-0.001139j)	 (-0.092778+0.000000j)
 (-1.999991+0.000000j)	 (0.006278+0.002222j)	 (0.340120+0.000000j)
 (-1.999963+0.000000j)	 (0.012244+0.001139j)	 (0.092778+0.000000j)
 (0.000023+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000023+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000030+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000015+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000030+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000015+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000030+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000016+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000030+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000016+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
