x	denom	arg(denom)
 (0.015873+0.000000j)	 (1.999937-0.000000j)	 (-0.000000+0.000000j)
 (-0.015873+0.000000j)	 (1.999937+0.000000j)	 (0.000000+0.000000j)
 (0.032116+0.000000j)	 (1.999742-0.000000j)	 (-0.000000+0.000000j)
 (0.000134+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.032116+0.000000j)	 (1.999742+0.000000j)	 (0.000000+0.000000j)
 (-0.000134+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.031411+0.000000j)	 (1.999753-0.000000j)	 (-0.000000+0.000000j)
 (0.000796+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.031411+0.000000j)	 (1.999753+0.000000j)	 (0.000000+0.000000j)
 (-0.000796+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.030013+0.000000j)	 (1.999775-0.000000j)	 (-0.000000+0.000000j)
 (0.002116+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (-0.030013+0.000000j)	 (1.999775+0.000000j)	 (0.000000+0.000000j)
 (-0.002116+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (0.027973+0.000000j)	 (1.999804-0.000000j)	 (-0.000000+0.000000j)
 (0.004055+0.000000j)	 (1.999996-0.000000j)	 (-0.000000+0.000000j)
 (-0.027973+0.000000j)	 (1.999804+0.000000j)	 (0.000000+0.000000j)
 (-0.004055+0.000000j)	 (1.999996+0.000000j)	 (0.000000+0.000000j)
 (0.025412+0.000000j)	 (1.999839-0.000000j)	 (-0.000000+0.000000j)
 (0.006509+0.000000j)	 (1.999989-0.000000j)	 (-0.000000+0.000000j)
 (-0.025412+0.000000j)	 (1.999839+0.000000j)	 (0.000000+0.000000j)
 (-0.006509+0.000000j)	 (1.999989+0.000000j)	 (0.000000+0.000000j)
 (0.022460+0.000000j)	 (1.999874-0.000000j)	 (-0.000000+0.000000j)
 (0.009371+0.000000j)	 (1.999978-0.000000j)	 (-0.000000+0.000000j)
 (-0.022460+0.000000j)	 (1.999874+0.000000j)	 (0.000000+0.000000j)
 (-0.009371+0.000000j)	 (1.999978+0.000000j)	 (0.000000+0.000000j)
 (0.019235+0.000000j)	 (1.999908-0.000000j)	 (-0.000000+0.000000j)
 (0.012534+0.000000j)	 (1.999961-0.000000j)	 (-0.000000+0.000000j)
 (-0.019235+0.000000j)	 (1.999908+0.000000j)	 (0.000000+0.000000j)
 (-0.012534+0.000000j)	 (1.999961+0.000000j)	 (0.000000+0.000000j)
 (2.121951+0.000000j)	 (0.000021-0.708997j)	 (-1.570767+0.000000j)
 (-2.121951+0.000000j)	 (0.000021+0.708997j)	 (1.570767+0.000000j)
 (2.199317+0.000000j)	 (0.000017-0.914873j)	 (-1.570778+0.000000j)
 (2.048239+0.000000j)	 (0.000032-0.441909j)	 (-1.570723+0.000000j)
 (-2.199317+0.000000j)	 (0.000017+0.914873j)	 (1.570778+0.000000j)
 (-2.048239+0.000000j)	 (0.000032+0.441909j)	 (1.570723+0.000000j)
 (2.195934+0.000000j)	 (0.000017-0.906711j)	 (-1.570778+0.000000j)
 (2.051316+0.000000j)	 (0.000031-0.455959j)	 (-1.570728+0.000000j)
 (-2.195934+0.000000j)	 (0.000017+0.906711j)	 (1.570778+0.000000j)
 (-2.051316+0.000000j)	 (0.000031+0.455959j)	 (1.570728+0.000000j)
 (2.189226+0.000000j)	 (0.000017-0.890342j)	 (-1.570777+0.000000j)
 (2.057456+0.000000j)	 (0.000030-0.482832j)	 (-1.570735+0.000000j)
 (-2.189226+0.000000j)	 (0.000017+0.890342j)	 (1.570777+0.000000j)
 (-2.057456+0.000000j)	 (0.000030+0.482832j)	 (1.570735+0.000000j)
 (2.179455+0.000000j)	 (0.000018-0.866040j)	 (-1.570776+0.000000j)
 (2.066490+0.000000j)	 (0.000028-0.519983j)	 (-1.570743+0.000000j)
 (-2.179455+0.000000j)	 (0.000018+0.866040j)	 (1.570776+0.000000j)
 (-2.066490+0.000000j)	 (0.000028+0.519983j)	 (1.570743+0.000000j)
 (2.167226+0.000000j)	 (0.000018-0.834787j)	 (-1.570775+0.000000j)
 (2.077952+0.000000j)	 (0.000026-0.563814j)	 (-1.570751+0.000000j)
 (-2.167226+0.000000j)	 (0.000018+0.834787j)	 (1.570775+0.000000j)
 (-2.077952+0.000000j)	 (0.000026+0.563814j)	 (1.570751+0.000000j)
 (2.153163+0.000000j)	 (0.000019-0.797566j)	 (-1.570773+0.000000j)
 (2.091351+0.000000j)	 (0.000024-0.611350j)	 (-1.570757+0.000000j)
 (-2.153163+0.000000j)	 (0.000019+0.797566j)	 (1.570773+0.000000j)
 (-2.091351+0.000000j)	 (0.000024+0.611350j)	 (1.570757+0.000000j)
 (2.137854+0.000000j)	 (0.000020-0.755260j)	 (-1.570770+0.000000j)
 (2.106209+0.000000j)	 (0.000022-0.660392j)	 (-1.570763+0.000000j)
 (-2.137854+0.000000j)	 (0.000020+0.755260j)	 (1.570770+0.000000j)
 (-2.106209+0.000000j)	 (0.000022+0.660392j)	 (1.570763+0.000000j)
 (1.976744+0.000000j)	 (0.304109-0.000045j)	 (-0.000149+0.000000j)
 (-1.976744+0.000000j)	 (0.304109+0.000045j)	 (0.000149+0.000000j)
 (2.046999+0.000000j)	 (0.000033-0.436126j)	 (-1.570721+0.000000j)
 (1.909656+0.000000j)	 (0.594318-0.000022j)	 (-0.000038+0.000000j)
 (-2.046999+0.000000j)	 (0.000033+0.436126j)	 (1.570721+0.000000j)
 (-1.909656+0.000000j)	 (0.594318+0.000022j)	 (0.000038+0.000000j)
 (2.043931+0.000000j)	 (0.000034-0.421489j)	 (-1.570716+0.000000j)
 (1.912460+0.000000j)	 (0.585234-0.000023j)	 (-0.000039+0.000000j)
 (-2.043931+0.000000j)	 (0.000034+0.421489j)	 (1.570716+0.000000j)
 (-1.912460+0.000000j)	 (0.585234+0.000023j)	 (0.000039+0.000000j)
 (2.037845+0.000000j)	 (0.000036-0.390911j)	 (-1.570703+0.000000j)
 (1.918053+0.000000j)	 (0.566633-0.000024j)	 (-0.000042+0.000000j)
 (-2.037845+0.000000j)	 (0.000036+0.390911j)	 (1.570703+0.000000j)
 (-1.918053+0.000000j)	 (0.566633+0.000024j)	 (0.000042+0.000000j)
 (2.028979+0.000000j)	 (0.000041-0.341693j)	 (-1.570675+0.000000j)
 (1.926281+0.000000j)	 (0.537999-0.000025j)	 (-0.000046+0.000000j)
 (-2.028979+0.000000j)	 (0.000041+0.341693j)	 (1.570675+0.000000j)
 (-1.926281+0.000000j)	 (0.537999+0.000025j)	 (0.000046+0.000000j)
 (2.017878+0.000000j)	 (0.000053-0.268012j)	 (-1.570600+0.000000j)
 (1.936717+0.000000j)	 (0.499127-0.000027j)	 (-0.000054+0.000000j)
 (-2.017878+0.000000j)	 (0.000053+0.268012j)	 (1.570600+0.000000j)
 (-1.936717+0.000000j)	 (0.499127+0.000027j)	 (0.000054+0.000000j)
 (2.005107+0.000000j)	 (0.000098-0.143020j)	 (-1.570113+0.000000j)
 (1.948912+0.000000j)	 (0.449159-0.000030j)	 (-0.000067+0.000000j)
 (-2.005107+0.000000j)	 (0.000098+0.143020j)	 (1.570113+0.000000j)
 (-1.948912+0.000000j)	 (0.449159+0.000030j)	 (0.000067+0.000000j)
 (1.991198+0.000000j)	 (0.187428-0.000074j)	 (-0.000395+0.000000j)
 (1.962429+0.000000j)	 (0.385839-0.000035j)	 (-0.000092+0.000000j)
 (-1.991198+0.000000j)	 (0.187428+0.000074j)	 (0.000395+0.000000j)
 (-1.962429+0.000000j)	 (0.385839+0.000035j)	 (0.000092+0.000000j)
 (0.024000+0.000000j)	 (1.999856-0.000000j)	 (-0.000000+0.000000j)
 (-0.024000+0.000000j)	 (1.999856+0.000000j)	 (0.000000+0.000000j)
 (0.032187+0.000000j)	 (1.999741-0.000000j)	 (-0.000000+0.000000j)
 (0.015942+0.000000j)	 (1.999936-0.000000j)	 (-0.000000+0.000000j)
 (-0.032187+0.000000j)	 (1.999741+0.000000j)	 (0.000000+0.000000j)
 (-0.015942+0.000000j)	 (1.999936+0.000000j)	 (0.000000+0.000000j)
 (0.031835+0.000000j)	 (1.999747-0.000000j)	 (-0.000000+0.000000j)
 (0.016283+0.000000j)	 (1.999934-0.000000j)	 (-0.000000+0.000000j)
 (-0.031835+0.000000j)	 (1.999747+0.000000j)	 (0.000000+0.000000j)
 (-0.016283+0.000000j)	 (1.999934+0.000000j)	 (0.000000+0.000000j)
 (0.031134+0.000000j)	 (1.999758-0.000000j)	 (-0.000000+0.000000j)
 (0.016964+0.000000j)	 (1.999928-0.000000j)	 (-0.000000+0.000000j)
 (-0.031134+0.000000j)	 (1.999758+0.000000j)	 (0.000000+0.000000j)
 (-0.016964+0.000000j)	 (1.999928+0.000000j)	 (0.000000+0.000000j)
 (0.030111+0.000000j)	 (1.999773-0.000000j)	 (-0.000000+0.000000j)
 (0.017961+0.000000j)	 (1.999919-0.000000j)	 (-0.000000+0.000000j)
 (-0.030111+0.000000j)	 (1.999773+0.000000j)	 (0.000000+0.000000j)
 (-0.017961+0.000000j)	 (1.999919+0.000000j)	 (0.000000+0.000000j)
 (0.028824+0.000000j)	 (1.999792-0.000000j)	 (-0.000000+0.000000j)
 (0.019221+0.000000j)	 (1.999908-0.000000j)	 (-0.000000+0.000000j)
 (-0.028824+0.000000j)	 (1.999792+0.000000j)	 (0.000000+0.000000j)
 (-0.019221+0.000000j)	 (1.999908+0.000000j)	 (0.000000+0.000000j)
 (0.027336+0.000000j)	 (1.999813-0.000000j)	 (-0.000000+0.000000j)
 (0.020686+0.000000j)	 (1.999893-0.000000j)	 (-0.000000+0.000000j)
 (-0.027336+0.000000j)	 (1.999813+0.000000j)	 (0.000000+0.000000j)
 (-0.020686+0.000000j)	 (1.999893+0.000000j)	 (0.000000+0.000000j)
 (0.025705+0.000000j)	 (1.999835-0.000000j)	 (-0.000000+0.000000j)
 (0.022301+0.000000j)	 (1.999876-0.000000j)	 (-0.000000+0.000000j)
 (-0.025705+0.000000j)	 (1.999835+0.000000j)	 (0.000000+0.000000j)
 (-0.022301+0.000000j)	 (1.999876+0.000000j)	 (0.000000+0.000000j)
 (0.007874+0.000000j)	 (1.999984-0.000000j)	 (-0.000000+0.000000j)
 (-0.007874+0.000000j)	 (1.999984+0.000000j)	 (0.000000+0.000000j)
 (0.015804+0.000000j)	 (1.999938-0.000000j)	 (-0.000000+0.000000j)
 (0.000067+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.015804+0.000000j)	 (1.999938+0.000000j)	 (0.000000+0.000000j)
 (-0.000067+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.015463+0.000000j)	 (1.999940-0.000000j)	 (-0.000000+0.000000j)
 (0.000398+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.015463+0.000000j)	 (1.999940+0.000000j)	 (0.000000+0.000000j)
 (-0.000398+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.014785+0.000000j)	 (1.999945-0.000000j)	 (-0.000000+0.000000j)
 (0.001057+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.014785+0.000000j)	 (1.999945+0.000000j)	 (0.000000+0.000000j)
 (-0.001057+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.013793+0.000000j)	 (1.999952-0.000000j)	 (-0.000000+0.000000j)
 (0.002023+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (-0.013793+0.000000j)	 (1.999952+0.000000j)	 (0.000000+0.000000j)
 (-0.002023+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (0.012547+0.000000j)	 (1.999961-0.000000j)	 (-0.000000+0.000000j)
 (0.003244+0.000000j)	 (1.999997-0.000000j)	 (-0.000000+0.000000j)
 (-0.012547+0.000000j)	 (1.999961+0.000000j)	 (0.000000+0.000000j)
 (-0.003244+0.000000j)	 (1.999997+0.000000j)	 (0.000000+0.000000j)
 (0.011105+0.000000j)	 (1.999969-0.000000j)	 (-0.000000+0.000000j)
 (0.004663+0.000000j)	 (1.999995-0.000000j)	 (-0.000000+0.000000j)
 (-0.011105+0.000000j)	 (1.999969+0.000000j)	 (0.000000+0.000000j)
 (-0.004663+0.000000j)	 (1.999995+0.000000j)	 (0.000000+0.000000j)
 (0.009526+0.000000j)	 (1.999977-0.000000j)	 (-0.000000+0.000000j)
 (0.006228+0.000000j)	 (1.999990-0.000000j)	 (-0.000000+0.000000j)
 (-0.009526+0.000000j)	 (1.999977+0.000000j)	 (0.000000+0.000000j)
 (-0.006228+0.000000j)	 (1.999990+0.000000j)	 (0.000000+0.000000j)
 (2.011765+0.000000j)	 (0.000065-0.217249j)	 (-1.570499+0.000000j)
 (-2.011765+0.000000j)	 (0.000065+0.217249j)	 (1.570499+0.000000j)
 (2.047309+0.000000j)	 (0.000033-0.437578j)	 (-1.570722+0.000000j)
 (1.977040+0.000000j)	 (0.302180-0.000046j)	 (-0.000151+0.000000j)
 (-2.047309+0.000000j)	 (0.000033+0.437578j)	 (1.570722+0.000000j)
 (-1.977040+0.000000j)	 (0.302180+0.000046j)	 (0.000151+0.000000j)
 (2.045774+0.000000j)	 (0.000033-0.430337j)	 (-1.570719+0.000000j)
 (1.978507+0.000000j)	 (0.292423-0.000047j)	 (-0.000161+0.000000j)
 (-2.045774+0.000000j)	 (0.000033+0.430337j)	 (1.570719+0.000000j)
 (-1.978507+0.000000j)	 (0.292423+0.000047j)	 (0.000161+0.000000j)
 (2.042724+0.000000j)	 (0.000034-0.415598j)	 (-1.570714+0.000000j)
 (1.981429+0.000000j)	 (0.271917-0.000051j)	 (-0.000187+0.000000j)
 (-2.042724+0.000000j)	 (0.000034+0.415598j)	 (1.570714+0.000000j)
 (-1.981429+0.000000j)	 (0.271917+0.000051j)	 (0.000187+0.000000j)
 (2.038270+0.000000j)	 (0.000036-0.393123j)	 (-1.570704+0.000000j)
 (1.985718+0.000000j)	 (0.238591-0.000058j)	 (-0.000243+0.000000j)
 (-2.038270+0.000000j)	 (0.000036+0.393123j)	 (1.570704+0.000000j)
 (-1.985718+0.000000j)	 (0.238591+0.000058j)	 (0.000243+0.000000j)
 (2.032675+0.000000j)	 (0.000039-0.363001j)	 (-1.570689+0.000000j)
 (1.991140+0.000000j)	 (0.188043-0.000074j)	 (-0.000393+0.000000j)
 (-2.032675+0.000000j)	 (0.000039+0.363001j)	 (1.570689+0.000000j)
 (-1.991140+0.000000j)	 (0.188043+0.000074j)	 (0.000393+0.000000j)
 (2.026214+0.000000j)	 (0.000044-0.324873j)	 (-1.570662+0.000000j)
 (1.997453+0.000000j)	 (0.100905-0.000138j)	 (-0.001368+0.000000j)
 (-2.026214+0.000000j)	 (0.000044+0.324873j)	 (1.570662+0.000000j)
 (-1.997453+0.000000j)	 (0.100905+0.000138j)	 (0.001368+0.000000j)
 (2.019145+0.000000j)	 (0.000051-0.277393j)	 (-1.570613+0.000000j)
 (2.004420+0.000000j)	 (0.000105-0.133044j)	 (-1.570007+0.000000j)
 (-2.019145+0.000000j)	 (0.000051+0.277393j)	 (1.570613+0.000000j)
 (-2.004420+0.000000j)	 (0.000105+0.133044j)	 (1.570007+0.000000j)
 (1.942529+0.000000j)	 (0.476006-0.000028j)	 (-0.000060+0.000000j)
 (-1.942529+0.000000j)	 (0.476006+0.000028j)	 (0.000060+0.000000j)
 (1.976448+0.000000j)	 (0.306025-0.000045j)	 (-0.000147+0.000000j)
 (1.909373+0.000000j)	 (0.595225-0.000022j)	 (-0.000038+0.000000j)
 (-1.976448+0.000000j)	 (0.306025+0.000045j)	 (0.000147+0.000000j)
 (-1.909373+0.000000j)	 (0.595225+0.000022j)	 (0.000038+0.000000j)
 (1.974984+0.000000j)	 (0.315340-0.000044j)	 (-0.000139+0.000000j)
 (1.910774+0.000000j)	 (0.590713-0.000023j)	 (-0.000038+0.000000j)
 (-1.974984+0.000000j)	 (0.315340+0.000044j)	 (0.000139+0.000000j)
 (-1.910774+0.000000j)	 (0.590713+0.000023j)	 (0.000038+0.000000j)
 (1.972074+0.000000j)	 (0.333053-0.000041j)	 (-0.000124+0.000000j)
 (1.913565+0.000000j)	 (0.581609-0.000023j)	 (-0.000039+0.000000j)
 (-1.972074+0.000000j)	 (0.333053+0.000041j)	 (0.000124+0.000000j)
 (-1.913565+0.000000j)	 (0.581609+0.000023j)	 (0.000039+0.000000j)
 (1.967825+0.000000j)	 (0.357305-0.000038j)	 (-0.000108+0.000000j)
 (1.917661+0.000000j)	 (0.567960-0.000024j)	 (-0.000041+0.000000j)
 (-1.967825+0.000000j)	 (0.357305+0.000038j)	 (0.000108+0.000000j)
 (-1.917661+0.000000j)	 (0.567960+0.000024j)	 (0.000041+0.000000j)
 (1.962486+0.000000j)	 (0.385550-0.000036j)	 (-0.000092+0.000000j)
 (1.922839+0.000000j)	 (0.550174-0.000024j)	 (-0.000044+0.000000j)
 (-1.962486+0.000000j)	 (0.385550+0.000036j)	 (0.000092+0.000000j)
 (-1.922839+0.000000j)	 (0.550174+0.000024j)	 (0.000044+0.000000j)
 (1.956320+0.000000j)	 (0.415708-0.000033j)	 (-0.000079+0.000000j)
 (1.928866+0.000000j)	 (0.528655-0.000025j)	 (-0.000048+0.000000j)
 (-1.956320+0.000000j)	 (0.415708+0.000033j)	 (0.000079+0.000000j)
 (-1.928866+0.000000j)	 (0.528655+0.000025j)	 (0.000048+0.000000j)
 (1.949573+0.000000j)	 (0.446278-0.000030j)	 (-0.000068+0.000000j)
 (1.935518+0.000000j)	 (0.503757-0.000027j)	 (-0.000053+0.000000j)
 (-1.949573+0.000000j)	 (0.446278+0.000030j)	 (0.000068+0.000000j)
 (-1.935518+0.000000j)	 (0.503757+0.000027j)	 (0.000053+0.000000j)
 (0.011858+0.000000j)	 (1.999965-0.000000j)	 (-0.000000+0.000000j)
 (-0.011858+0.000000j)	 (1.999965+0.000000j)	 (0.000000+0.000000j)
 (0.015839+0.000000j)	 (1.999937-0.000000j)	 (-0.000000+0.000000j)
 (0.007908+0.000000j)	 (1.999984-0.000000j)	 (-0.000000+0.000000j)
 (-0.015839+0.000000j)	 (1.999937+0.000000j)	 (0.000000+0.000000j)
 (-0.007908+0.000000j)	 (1.999984+0.000000j)	 (0.000000+0.000000j)
 (0.015668+0.000000j)	 (1.999939-0.000000j)	 (-0.000000+0.000000j)
 (0.008076+0.000000j)	 (1.999984-0.000000j)	 (-0.000000+0.000000j)
 (-0.015668+0.000000j)	 (1.999939+0.000000j)	 (0.000000+0.000000j)
 (-0.008076+0.000000j)	 (1.999984+0.000000j)	 (0.000000+0.000000j)
 (0.015329+0.000000j)	 (1.999941-0.000000j)	 (-0.000000+0.000000j)
 (0.008411+0.000000j)	 (1.999982-0.000000j)	 (-0.000000+0.000000j)
 (-0.015329+0.000000j)	 (1.999941+0.000000j)	 (0.000000+0.000000j)
 (-0.008411+0.000000j)	 (1.999982+0.000000j)	 (0.000000+0.000000j)
 (0.014832+0.000000j)	 (1.999945-0.000000j)	 (-0.000000+0.000000j)
 (0.008901+0.000000j)	 (1.999980-0.000000j)	 (-0.000000+0.000000j)
 (-0.014832+0.000000j)	 (1.999945+0.000000j)	 (0.000000+0.000000j)
 (-0.008901+0.000000j)	 (1.999980+0.000000j)	 (0.000000+0.000000j)
 (0.014207+0.000000j)	 (1.999950-0.000000j)	 (-0.000000+0.000000j)
 (0.009519+0.000000j)	 (1.999977-0.000000j)	 (-0.000000+0.000000j)
 (-0.014207+0.000000j)	 (1.999950+0.000000j)	 (0.000000+0.000000j)
 (-0.009519+0.000000j)	 (1.999977+0.000000j)	 (0.000000+0.000000j)
 (0.013483+0.000000j)	 (1.999955-0.000000j)	 (-0.000000+0.000000j)
 (0.010237+0.000000j)	 (1.999974-0.000000j)	 (-0.000000+0.000000j)
 (-0.013483+0.000000j)	 (1.999955+0.000000j)	 (0.000000+0.000000j)
 (-0.010237+0.000000j)	 (1.999974+0.000000j)	 (0.000000+0.000000j)
 (0.012689+0.000000j)	 (1.999960-0.000000j)	 (-0.000000+0.000000j)
 (0.011027+0.000000j)	 (1.999970-0.000000j)	 (-0.000000+0.000000j)
 (-0.012689+0.000000j)	 (1.999960+0.000000j)	 (0.000000+0.000000j)
 (-0.011027+0.000000j)	 (1.999970+0.000000j)	 (0.000000+0.000000j)
 (0.003922+0.000000j)	 (1.999996-0.000000j)	 (-0.000000+0.000000j)
 (-0.003922+0.000000j)	 (1.999996+0.000000j)	 (0.000000+0.000000j)
 (0.007840+0.000000j)	 (1.999985-0.000000j)	 (-0.000000+0.000000j)
 (0.000033+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.007840+0.000000j)	 (1.999985+0.000000j)	 (0.000000+0.000000j)
 (-0.000033+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.007672+0.000000j)	 (1.999985-0.000000j)	 (-0.000000+0.000000j)
 (0.000199+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.007672+0.000000j)	 (1.999985+0.000000j)	 (0.000000+0.000000j)
 (-0.000199+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.007338+0.000000j)	 (1.999987-0.000000j)	 (-0.000000+0.000000j)
 (0.000528+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.007338+0.000000j)	 (1.999987+0.000000j)	 (0.000000+0.000000j)
 (-0.000528+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.006849+0.000000j)	 (1.999988-0.000000j)	 (-0.000000+0.000000j)
 (0.001011+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.006849+0.000000j)	 (1.999988+0.000000j)	 (0.000000+0.000000j)
 (-0.001011+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.006234+0.000000j)	 (1.999990-0.000000j)	 (-0.000000+0.000000j)
 (0.001619+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (-0.006234+0.000000j)	 (1.999990+0.000000j)	 (0.000000+0.000000j)
 (-0.001619+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (0.005522+0.000000j)	 (1.999992-0.000000j)	 (-0.000000+0.000000j)
 (0.002326+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (-0.005522+0.000000j)	 (1.999992+0.000000j)	 (0.000000+0.000000j)
 (-0.002326+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (0.004740+0.000000j)	 (1.999994-0.000000j)	 (-0.000000+0.000000j)
 (0.003104+0.000000j)	 (1.999998-0.000000j)	 (-0.000000+0.000000j)
 (-0.004740+0.000000j)	 (1.999994+0.000000j)	 (0.000000+0.000000j)
 (-0.003104+0.000000j)	 (1.999998+0.000000j)	 (0.000000+0.000000j)
 (2.029586+0.000000j)	 (0.000041-0.345280j)	 (-1.570678+0.000000j)
 (-2.029586+0.000000j)	 (0.000041+0.345280j)	 (1.570678+0.000000j)
 (2.047464+0.000000j)	 (0.000033-0.438302j)	 (-1.570722+0.000000j)
 (2.011916+0.000000j)	 (0.000064-0.218647j)	 (-1.570503+0.000000j)
 (-2.047464+0.000000j)	 (0.000033+0.438302j)	 (1.570722+0.000000j)
 (-2.011916+0.000000j)	 (0.000064+0.218647j)	 (1.570503+0.000000j)
 (2.046696+0.000000j)	 (0.000033-0.434701j)	 (-1.570721+0.000000j)
 (2.012667+0.000000j)	 (0.000062-0.225448j)	 (-1.570520+0.000000j)
 (-2.046696+0.000000j)	 (0.000033+0.434701j)	 (1.570721+0.000000j)
 (-2.012667+0.000000j)	 (0.000062+0.225448j)	 (1.570520+0.000000j)
 (2.045170+0.000000j)	 (0.000033-0.427456j)	 (-1.570718+0.000000j)
 (2.014161+0.000000j)	 (0.000059-0.238418j)	 (-1.570549+0.000000j)
 (-2.045170+0.000000j)	 (0.000033+0.427456j)	 (1.570718+0.000000j)
 (-2.014161+0.000000j)	 (0.000059+0.238418j)	 (1.570549+0.000000j)
 (2.042937+0.000000j)	 (0.000034-0.416646j)	 (-1.570714+0.000000j)
 (2.016351+0.000000j)	 (0.000055-0.256263j)	 (-1.570582+0.000000j)
 (-2.042937+0.000000j)	 (0.000034+0.416646j)	 (1.570714+0.000000j)
 (-2.016351+0.000000j)	 (0.000055+0.256263j)	 (1.570582+0.000000j)
 (2.040129+0.000000j)	 (0.000035-0.402649j)	 (-1.570709+0.000000j)
 (2.019116+0.000000j)	 (0.000051-0.277178j)	 (-1.570613+0.000000j)
 (-2.040129+0.000000j)	 (0.000035+0.402649j)	 (1.570709+0.000000j)
 (-2.019116+0.000000j)	 (0.000051+0.277178j)	 (1.570613+0.000000j)
 (2.036879+0.000000j)	 (0.000037-0.385843j)	 (-1.570701+0.000000j)
 (2.022328+0.000000j)	 (0.000047-0.299683j)	 (-1.570639+0.000000j)
 (-2.036879+0.000000j)	 (0.000037+0.385843j)	 (1.570701+0.000000j)
 (-2.022328+0.000000j)	 (0.000047+0.299683j)	 (1.570639+0.000000j)
 (2.033315+0.000000j)	 (0.000039-0.366566j)	 (-1.570691+0.000000j)
 (2.025866+0.000000j)	 (0.000044-0.322693j)	 (-1.570661+0.000000j)
 (-2.033315+0.000000j)	 (0.000039+0.366566j)	 (1.570691+0.000000j)
 (-2.025866+0.000000j)	 (0.000044+0.322693j)	 (1.570661+0.000000j)
 (1.994152+0.000000j)	 (0.152832-0.000091j)	 (-0.000595+0.000000j)
 (-1.994152+0.000000j)	 (0.152832+0.000091j)	 (0.000595+0.000000j)
 (2.011613+0.000000j)	 (0.000065-0.215843j)	 (-1.570495+0.000000j)
 (1.976892+0.000000j)	 (0.303146-0.000045j)	 (-0.000150+0.000000j)
 (-2.011613+0.000000j)	 (0.000065+0.215843j)	 (1.570495+0.000000j)
 (-1.976892+0.000000j)	 (0.303146+0.000045j)	 (0.000150+0.000000j)
 (2.010863+0.000000j)	 (0.000067-0.208738j)	 (-1.570474+0.000000j)
 (1.977625+0.000000j)	 (0.298326-0.000046j)	 (-0.000155+0.000000j)
 (-2.010863+0.000000j)	 (0.000067+0.208738j)	 (1.570474+0.000000j)
 (-1.977625+0.000000j)	 (0.298326+0.000046j)	 (0.000155+0.000000j)
 (2.009373+0.000000j)	 (0.000072-0.193850j)	 (-1.570423+0.000000j)
 (1.979085+0.000000j)	 (0.288485-0.000048j)	 (-0.000166+0.000000j)
 (-2.009373+0.000000j)	 (0.000072+0.193850j)	 (1.570423+0.000000j)
 (-1.979085+0.000000j)	 (0.288485+0.000048j)	 (0.000166+0.000000j)
 (2.007193+0.000000j)	 (0.000082-0.169770j)	 (-1.570311+0.000000j)
 (1.981224+0.000000j)	 (0.273406-0.000051j)	 (-0.000185+0.000000j)
 (-2.007193+0.000000j)	 (0.000082+0.169770j)	 (1.570311+0.000000j)
 (-1.981224+0.000000j)	 (0.273406+0.000051j)	 (0.000185+0.000000j)
 (2.004450+0.000000j)	 (0.000105-0.133484j)	 (-1.570012+0.000000j)
 (1.983925+0.000000j)	 (0.253065-0.000055j)	 (-0.000216+0.000000j)
 (-2.004450+0.000000j)	 (0.000105+0.133484j)	 (1.570012+0.000000j)
 (-1.983925+0.000000j)	 (0.253065+0.000055j)	 (0.000216+0.000000j)
 (2.001275+0.000000j)	 (0.000195-0.071431j)	 (-1.568061+0.000000j)
 (1.987063+0.000000j)	 (0.227117-0.000061j)	 (-0.000269+0.000000j)
 (-2.001275+0.000000j)	 (0.000195+0.071431j)	 (1.568061+0.000000j)
