x	Re(denom)	Im(denom)	arg(denom)
0.164354	2.036411	-0.033555	-0.016476
-0.153996	2.037186	0.031428	0.015426
-0.305220	2.020802	0.062796	0.031065
0.305220	2.020802	-0.062796	-0.031065
-0.164354	2.036411	0.033555	0.016476
0.164354	2.036411	-0.033555	-0.016476
0.288876	2.023099	-0.059366	-0.029336
-0.305220	2.020802	0.062796	0.031065
0.177675	2.035339	-0.036294	-0.017830
-0.164354	2.036411	0.033555	0.016476
-0.288876	2.023099	0.059366	0.029336
0.288876	2.023099	-0.059366	-0.029336
-0.177675	2.035339	0.036294	0.017830
0.177675	2.035339	-0.036294	-0.017830
-0.288876	2.023099	0.059366	0.029336

0.193509	2.033955	-0.039555	-0.019445
-0.177675	2.035339	0.036294	0.017830
-0.270431	2.025538	0.055508	0.027397

0.193509	2.033955	-0.039555	-0.019445
-0.193509	2.033955	0.039555	0.019445
-0.270431	2.025538	0.055508	0.027397
0.250761	2.027959	-0.051409	-0.025345
-0.193509	2.033955	0.039555	0.019445
0.211407	2.032248	-0.043250	-0.021279
0.250761	2.027959	-0.051409	-0.025345
-0.250761	2.027959	0.051409	0.025345
0.211407	2.032248	-0.043250	-0.021279
-0.211407	2.032248	0.043250	0.021279
-0.250761	2.027959	0.051409	0.025345
0.066667	2.041714	-0.013575	-0.006649
-0.211407	2.032248	0.043250	0.021279
-0.066667	2.041714	0.013575	0.006649
0.066667	2.041714	-0.013575	-0.006649
0.142160	2.038011	-0.029001	-0.014229
0.000534	2.042757	-0.000109	-0.000053
0.142160	2.038011	-0.029001	-0.014229
-0.000534	2.042757	0.000109	0.000053
0.000534	2.042757	-0.000109	-0.000053
0.138718	2.038238	-0.028296	-0.013881
-0.142160	2.038011	0.029001	0.014229
0.003191	2.042754	-0.000649	-0.000318
-0.000534	2.042757	0.000109	0.000053
-0.138718	2.038238	0.028296	0.013881
0.138718	2.038238	-0.028296	-0.013881
-0.003191	2.042754	0.000649	0.000318
0.003191	2.042754	-0.000649	-0.000318
0.131931	2.038670	-0.026906	-0.013197
-0.138718	2.038238	0.028296	0.013881
0.008518	2.042740	-0.001734	-0.000849
-0.003191	2.042754	0.000649	0.000318
-0.131931	2.038670	0.026906	0.013197
0.131931	2.038670	-0.026906	-0.013197
-0.008518	2.042740	0.001734	0.000849
0.008518	2.042740	-0.001734	-0.000849
0.122140	2.039254	-0.024902	-0.012211
-0.131931	2.038670	0.026906	0.013197
0.016420	2.042694	-0.003342	-0.001636
-0.122140	2.039254	0.024902	0.012211
0.122140	2.039254	-0.024902	-0.012211
0.016420	2.042694	-0.003342	-0.001636
0.110039	2.039914	-0.022427	-0.010994
-0.122140	2.039254	0.024902	0.012211
0.026557	2.042591	-0.005405	-0.002646
-0.016420	2.042694	0.003342	0.001636
0.110039	2.039914	-0.022427	-0.010994
-0.110039	2.039914	0.022427	0.010994
0.026557	2.042591	-0.005405	-0.002646
-0.026557	2.042591	0.005405	0.002646
-0.110039	2.039914	0.022427	0.010994
0.096329	2.040579	-0.019627	-0.009618
0.038567	2.042408	-0.007851	-0.003844
-0.026557	2.042591	0.005405	0.002646
-0.096329	2.040579	0.019627	0.009618

-0.038567	2.042408	0.007851	0.003844

0.081650	2.041192	-0.016631	-0.008147
-0.038567	2.042408	0.007851	0.003844

-0.081650	2.041192	0.016631	0.008147
0.081650	2.041192	-0.016631	-0.008147
0.052093	2.042120	-0.010606	-0.005193
0.103448	2.040245	-0.021081	-0.010332
-0.081650	2.041192	0.016631	0.008147
-0.103448	2.040245	0.021081	0.010332
-0.052093	2.042120	0.010606	0.005193
0.103448	2.040245	-0.021081	-0.010332
-0.103448	2.040245	0.021081	0.010332

0.142508	2.037987	-0.029072	-0.014264
-0.142508	2.037987	0.029072	0.014264
0.066971	2.041704	-0.013637	-0.006679
-0.066971	2.041704	0.013637	0.006679
-0.142508	2.037987	0.029072	0.014264

-0.066971	2.041704	0.013637	0.006679

0.140784	2.038102	-0.028719	-0.014090
-0.068479	2.041656	0.013945	0.006830

0.137368	2.038325	-0.028019	-0.013745
0.071493	2.041557	-0.014559	-0.007131
-0.137368	2.038325	0.028019	0.013745
0.137368	2.038325	-0.028019	-0.013745
-0.071493	2.041557	0.014559	0.007131
0.071493	2.041557	-0.014559	-0.007131
-0.137368	2.038325	0.028019	0.013745
0.132404	2.038640	-0.027002	-0.013245
0.075937	2.041404	-0.015465	-0.007576
0.132404	2.038640	-0.027002	-0.013245
-0.075937	2.041404	0.015465	0.007576
0.075937	2.041404	-0.015465	-0.007576
0.126209	2.039017	-0.025734	-0.012620
-0.132404	2.038640	0.027002	0.013245
0.081589	2.041195	-0.016618	-0.008141
-0.075937	2.041404	0.015465	0.007576
0.126209	2.039017	-0.025734	-0.012620
0.081589	2.041195	-0.016618	-0.008141
-0.081589	2.041195	0.016618	0.008141
-0.126209	2.039017	0.025734	0.012620
0.119110	2.039426	-0.024282	-0.011906
-0.081589	2.041195	0.016618	0.008141
0.088219	2.040930	-0.017971	-0.008805
0.119110	2.039426	-0.024282	-0.011906
0.088219	2.040930	-0.017971	-0.008805
-0.119110	2.039426	0.024282	0.011906
-0.088219	2.040930	0.017971	0.008805

0.095598	2.040612	-0.019477	-0.009545
0.095598	2.040612	-0.019477	-0.009545
-0.111412	2.039843	0.022708	0.011132
-0.111412	2.039843	0.022708	0.011132
-0.095598	2.040612	0.019477	0.009545
-0.095598	2.040612	0.019477	0.009545
0.032258	2.042513	-0.006566	-0.003215
-0.032258	2.042513	0.006566	0.003215
0.032258	2.042513	-0.006566	-0.003215
-0.032258	2.042513	0.006566	0.003215
0.066363	2.041723	-0.013514	-0.006619
0.066363	2.041723	-0.013514	-0.006619
0.000267	2.042757	-0.000054	-0.000027
0.000267	2.042757	-0.000054	-0.000027
-0.066363	2.041723	0.013514	0.006619
-0.000267	2.042757	0.000054	0.000027
-0.066363	2.041723	0.013514	0.006619
-0.000267	2.042757	0.000054	0.000027

0.064860	2.041770	-0.013207	-0.006468
-0.064860	2.041770	0.013207	0.006468
0.001593	2.042756	-0.000324	-0.000159
-0.064860	2.041770	0.013207	0.006468
-0.001593	2.042756	0.000324	0.000159

0.004241	2.042753	-0.000863	-0.000423
-0.061883	2.041858	0.012601	0.006171

-0.004241	2.042753	0.000863	0.000423
0.057555	2.041980	-0.011719	-0.005739
0.008143	2.042741	-0.001657	-0.000811
0.008143	2.042741	-0.001657	-0.000811
-0.008143	2.042741	0.001657	0.000811
-0.057555	2.041980	0.011719	0.005739
-0.008143	2.042741	0.001657	0.000811
0.052150	2.042119	-0.010617	-0.005199
0.052150	2.042119	-0.010617	-0.005199
-0.052150	2.042119	0.010617	0.005199

-0.052150	2.042119	0.010617	0.005199
-0.013104	2.042717	0.002667	0.001306
-0.013104	2.042717	0.002667	0.001306

0.045951	2.042261	-0.009355	-0.004581
0.018919	2.042673	-0.003851	-0.001885
0.018919	2.042673	-0.003851	-0.001885
-0.018919	2.042673	0.003851	0.001885
-0.045951	2.042261	0.009355	0.004581
0.039224	2.042396	-0.007985	-0.003909
0.025385	2.042606	-0.005167	-0.002530
0.039224	2.042396	-0.007985	-0.003909
-0.039224	2.042396	0.007985	0.003909
0.025385	2.042606	-0.005167	-0.002530
-0.039224	2.042396	0.007985	0.003909
-0.025385	2.042606	0.005167	0.002530
-0.025385	2.042606	0.005167	0.002530
2.555556	0.638839	-1.663167	-1.204063
2.555556	0.638839	-1.663167	-1.204063
-2.555556	0.638839	1.663167	1.204063
-2.555556	0.638839	1.663167	1.204063
2.995732	0.551226	-2.259515	-1.331513
2.995732	0.551226	-2.259515	-1.331513
2.202737	0.798216	-1.147319	-0.962947
-2.995732	0.551226	2.259515	1.331513

-2.995732	0.551226	2.259515	1.331513
-2.202737	0.798216	1.147319	0.962947
-2.202737	0.798216	1.147319	0.962947
2.974715	0.554039	-2.232271	-1.327517
2.974715	0.554039	-2.232271	-1.327517
2.216369	0.789406	-1.167303	-0.976178
-2.974715	0.554039	2.232271	1.327517

-2.974715	0.554039	2.232271	1.327517
-2.216369	0.789406	1.167303	0.976178
2.933555	0.559833	-2.178600	-1.319269
-2.216369	0.789406	1.167303	0.976178
2.243836	0.772439	-1.207727	-1.001781
2.933555	0.559833	-2.178600	-1.319269
-2.933555	0.559833	2.178600	1.319269
2.243836	0.772439	-1.207727	-1.001781
-2.933555	0.559833	2.178600	1.319269
-2.243836	0.772439	1.207727	1.001781
-2.243836	0.772439	1.207727	1.001781
2.874810	0.568819	-2.101246	-1.306427
2.284905	0.748947	-1.268407	-1.037419
2.284905	0.748947	-1.268407	-1.037419
-2.874810	0.568819	2.101246	1.306427
-2.874810	0.568819	2.101246	1.306427
-2.284905	0.748947	1.268407	1.037419
2.803225	0.581075	-2.005707	-1.288806
2.803225	0.581075	-2.005707	-1.288806
2.338171	0.721595	-1.347178	-1.079049
-2.803225	0.581075	2.005707	1.288806
2.338171	0.721595	-1.347178	-1.079049
-2.338171	0.721595	1.347178	1.079049
-2.803225	0.581075	2.005707	1.288806
2.723461	0.596737	-1.897493	-1.266102
2.723461	0.596737	-1.897493	-1.266102
2.402140	0.692895	-1.441361	-1.122689
-2.723461	0.596737	1.897493	1.266102
-2.402140	0.692895	1.441361	1.122689
-2.723461	0.596737	1.897493	1.266102
-2.402140	0.692895	1.441361	1.122689

2.475320	0.664813	-1.548009	-1.165151
2.639583	0.615991	-1.781570	-1.237906
-2.639583	0.615991	1.781570	1.237906
2.475320	0.664813	-1.548009	-1.165151
-2.475320	0.664813	1.548009	1.165151
-2.639583	0.615991	1.781570	1.237906
1.909091	1.049107	-0.756569	-0.624784
1.909091	1.049107	-0.756569	-0.624784
-1.909091	1.049107	0.756569	0.624784
-1.909091	1.049107	0.756569	0.624784
2.197268	0.801824	-1.139321	-0.957543
1.668567	1.294565	-0.535872	-0.392466
2.197268	0.801824	-1.139321	-0.957543
1.668567	1.294565	-0.535872	-0.392466
-2.197268	0.801824	1.139321	0.957543
-1.668567	1.294565	0.535872	0.392466
2.183797	0.810894	-1.119670	-0.943996
2.183797	0.810894	-1.119670	-0.943996
1.678024	1.285208	-0.542834	-0.399641
1.678024	1.285208	-0.542834	-0.399641
-2.183797	0.810894	1.119670	0.943996
-1.678024	1.285208	0.542834	0.399641
-2.183797	0.810894	1.119670	0.943996
-1.678024	1.285208	0.542834	0.399641

1.697039	1.266251	-0.557204	-0.414542
2.157333	0.829475	-1.081323	-0.916445
-2.157333	0.829475	1.081323	0.916445
1.697039	1.266251	-0.557204	-0.414542
-1.697039	1.266251	0.557204	0.414542
-2.157333	0.829475	1.081323	0.916445
2.119374	0.857912	-1.027085	-0.874905
-1.697039	1.266251	0.557204	0.414542
1.725369	1.237688	-0.579579	-0.437948
2.119374	0.857912	-1.027085	-0.874905
-2.119374	0.857912	1.027085	0.874905
1.725369	1.237688	-0.579579	-0.437948
-2.119374	0.857912	1.027085	0.874905
-1.725369	1.237688	0.579579	0.437948
2.072812	0.895634	-0.962214	-0.821220
1.761933	1.200363	-0.610265	-0.470346
2.072812	0.895634	-0.962214	-0.821220
1.761933	1.200363	-0.610265	-0.470346
-2.072812	0.895634	0.962214	0.821220
-2.072812	0.895634	0.962214	0.821220
-1.761933	1.200363	0.610265	0.470346
-1.761933	1.200363	0.610265	0.470346
2.020534	0.941498	-0.892254	-0.758551
2.020534	0.941498	-0.892254	-0.758551
1.805579	1.155376	-0.649733	-0.512281
-2.020534	0.941498	0.892254	0.758551

-1.805579	1.155376	0.649733	0.512281
-2.020534	0.941498	0.892254	0.758551
1.965100	0.993637	-0.822240	-0.691289
-1.805579	1.155376	0.649733	0.512281
1.965100	0.993637	-0.822240	-0.691289
-1.965100	0.993637	0.822240	0.691289
1.855158	1.104170	-0.698533	-0.564068
-1.855158	1.104170	0.698533	0.564068
-1.965100	0.993637	0.822240	0.691289
0.049180	2.042189	-0.010012	-0.004903
-1.855158	1.104170	0.698533	0.564068
-0.049180	2.042189	0.010012	0.004903
0.049180	2.042189	-0.010012	-0.004903
0.066515	2.041719	-0.013545	-0.006634
-0.049180	2.042189	0.010012	0.004903
0.066515	2.041719	-0.013545	-0.006634
0.032400	2.042511	-0.006595	-0.003229
-0.066515	2.041719	0.013545	0.006634
0.032400	2.042511	-0.006595	-0.003229
-0.032400	2.042511	0.006595	0.003229
-0.066515	2.041719	0.013545	0.006634
0.065763	2.041742	-0.013391	-0.006559
-0.032400	2.042511	0.006595	0.003229
0.033106	2.042500	-0.006739	-0.003299
0.065763	2.041742	-0.013391	-0.006559
-0.065763	2.041742	0.013391	0.006559
0.033106	2.042500	-0.006739	-0.003299
-0.033106	2.042500	0.006739	0.003299
-0.065763	2.041742	0.013391	0.006559
0.064270	2.041788	-0.013087	-0.006409
-0.033106	2.042500	0.006739	0.003299
0.064270	2.041788	-0.013087	-0.006409
-0.064270	2.041788	0.013087	0.006409
0.034513	2.042477	-0.007025	-0.003440
-0.034513	2.042477	0.007025	0.003440
-0.064270	2.041788	0.013087	0.006409
-0.034513	2.042477	0.007025	0.003440

0.036579	2.042443	-0.007446	-0.003646
0.062091	2.041852	-0.012643	-0.006192
-0.062091	2.041852	0.012643	0.006192
0.036579	2.042443	-0.007446	-0.003646
-0.062091	2.041852	0.012643	0.006192
-0.036579	2.042443	0.007446	0.003646

0.039196	2.042396	-0.007979	-0.003907
0.039196	2.042396	-0.007979	-0.003907
-0.059359	2.041930	0.012086	0.005919
-0.059359	2.041930	0.012086	0.005919
-0.039196	2.042396	0.007979	0.003907
-0.039196	2.042396	0.007979	0.003907
0.056207	2.042016	-0.011444	-0.005604
0.056207	2.042016	-0.011444	-0.005604
0.042246	2.042338	-0.008600	-0.004211
0.042246	2.042338	-0.008600	-0.004211
-0.056207	2.042016	0.011444	0.005604
-0.056207	2.042016	0.011444	0.005604
-0.042246	2.042338	0.008600	0.004211
-0.042246	2.042338	0.008600	0.004211
0.052766	2.042104	-0.010743	-0.005261
0.052766	2.042104	-0.010743	-0.005261
0.045619	2.042269	-0.009287	-0.004547
0.045619	2.042269	-0.009287	-0.004547
-0.052766	2.042104	0.010743	0.005261
-0.045619	2.042269	0.009287	0.004547
-0.052766	2.042104	0.010743	0.005261
-0.045619	2.042269	0.009287	0.004547

0.015873	2.042698	-0.003231	-0.001582
-0.015873	2.042698	0.003231	0.001582
-0.015873	2.042698	0.003231	0.001582

0.000134	2.042757	-0.000027	-0.000013
0.032116	2.042515	-0.006537	-0.003201
-0.032116	2.042515	0.006537	0.003201

-0.032116	2.042515	0.006537	0.003201
-0.000134	2.042757	0.000027	0.000013
0.031411	2.042525	-0.006394	-0.003130
-0.000134	2.042757	0.000027	0.000013
0.031411	2.042525	-0.006394	-0.003130
0.000796	2.042757	-0.000162	-0.000079
-0.031411	2.042525	0.006394	0.003130
0.030013	2.042546	-0.006109	-0.002991
-0.000796	2.042757	0.000162	0.000079
0.030013	2.042546	-0.006109	-0.002991
-0.030013	2.042546	0.006109	0.002991

-0.030013	2.042546	0.006109	0.002991
-0.002116	2.042756	0.000431	0.000211
0.027973	2.042573	-0.005694	-0.002788
-0.002116	2.042756	0.000431	0.000211
0.004055	2.042753	-0.000825	-0.000404
0.027973	2.042573	-0.005694	-0.002788
-0.027973	2.042573	0.005694	0.002788

-0.027973	2.042573	0.005694	0.002788
-0.004055	2.042753	0.000825	0.000404
0.025412	2.042605	-0.005173	-0.002532
-0.004055	2.042753	0.000825	0.000404
0.006509	2.042747	-0.001325	-0.000649
0.025412	2.042605	-0.005173	-0.002532
-0.025412	2.042605	0.005173	0.002532

-0.025412	2.042605	0.005173	0.002532
-0.006509	2.042747	0.001325	0.000649
-0.006509	2.042747	0.001325	0.000649
0.022460	2.042639	-0.004571	-0.002238
0.009371	2.042736	-0.001907	-0.000934
0.022460	2.042639	-0.004571	-0.002238
-0.022460	2.042639	0.004571	0.002238
0.009371	2.042736	-0.001907	-0.000934
-0.009371	2.042736	0.001907	0.000934
-0.022460	2.042639	0.004571	0.002238
-0.009371	2.042736	0.001907	0.000934
0.019235	2.042670	-0.003915	-0.001917
0.012534	2.042720	-0.002551	-0.001249
-0.019235	2.042670	0.003915	0.001917

-0.019235	2.042670	0.003915	0.001917
-0.012534	2.042720	0.002551	0.001249
-0.012534	2.042720	0.002551	0.001249
0.024000	2.042622	-0.004885	-0.002392
0.024000	2.042622	-0.004885	-0.002392
-0.024000	2.042622	0.004885	0.002392
-0.024000	2.042622	0.004885	0.002392
0.032187	2.042514	-0.006552	-0.003208
0.032187	2.042514	-0.006552	-0.003208
0.015942	2.042697	-0.003245	-0.001588
0.015942	2.042697	-0.003245	-0.001588
-0.032187	2.042514	0.006552	0.003208
-0.032187	2.042514	0.006552	0.003208
-0.015942	2.042697	0.003245	0.001588
-0.015942	2.042697	0.003245	0.001588
0.031835	2.042519	-0.006480	-0.003173
0.031835	2.042519	-0.006480	-0.003173
-0.031835	2.042519	0.006480	0.003173
0.016283	2.042695	-0.003314	-0.001622
-0.016283	2.042695	0.003314	0.001622
-0.031835	2.042519	0.006480	0.003173
-0.016283	2.042695	0.003314	0.001622
0.031134	2.042529	-0.006337	-0.003103
0.031134	2.042529	-0.006337	-0.003103
0.016964	2.042689	-0.003453	-0.001690
0.016964	2.042689	-0.003453	-0.001690
-0.031134	2.042529	0.006337	0.003103
-0.031134	2.042529	0.006337	0.003103
-0.016964	2.042689	0.003453	0.001690
-0.016964	2.042689	0.003453	0.001690
0.030111	2.042544	-0.006129	-0.003001
0.030111	2.042544	-0.006129	-0.003001
-0.030111	2.042544	0.006129	0.003001
0.017961	2.042681	-0.003656	-0.001790
-0.017961	2.042681	0.003656	0.001790
-0.030111	2.042544	0.006129	0.003001
0.028824	2.042562	-0.005867	-0.002872
-0.017961	2.042681	0.003656	0.001790
0.019221	2.042670	-0.003912	-0.001915
0.028824	2.042562	-0.005867	-0.002872
-0.028824	2.042562	0.005867	0.002872
0.019221	2.042670	-0.003912	-0.001915
-0.019221	2.042670	0.003912	0.001915
-0.028824	2.042562	0.005867	0.002872
0.027336	2.042582	-0.005564	-0.002724
-0.019221	2.042670	0.003912	0.001915
0.020686	2.042656	-0.004210	-0.002061
0.027336	2.042582	-0.005564	-0.002724
-0.027336	2.042582	0.005564	0.002724
0.020686	2.042656	-0.004210	-0.002061
-0.020686	2.042656	0.004210	0.002061
-0.027336	2.042582	0.005564	0.002724
0.025705	2.042602	-0.005232	-0.002561
-0.020686	2.042656	0.004210	0.002061
0.022301	2.042640	-0.004539	-0.002222
0.025705	2.042602	-0.005232	-0.002561
-0.025705	2.042602	0.005232	0.002561

-0.025705	2.042602	0.005232	0.002561
0.007874	2.042742	-0.001603	-0.000785
-0.022301	2.042640	0.004539	0.002222
-0.007874	2.042742	0.001603	0.000785
0.007874	2.042742	-0.001603	-0.000785
0.015804	2.042698	-0.003217	-0.001575
0.000067	2.042757	-0.000014	-0.000007
0.015804	2.042698	-0.003217	-0.001575
-0.015804	2.042698	0.003217	0.001575

-0.015804	2.042698	0.003217	0.001575
0.015463	2.042701	-0.003147	-0.001541
-0.000067	2.042757	0.000014	0.000007
0.015463	2.042701	-0.003147	-0.001541
0.000398	2.042757	-0.000081	-0.000040
-0.015463	2.042701	0.003147	0.001541
0.014785	2.042706	-0.003009	-0.001473
-0.000398	2.042757	0.000081	0.000040
0.001057	2.042757	-0.000215	-0.000105
0.014785	2.042706	-0.003009	-0.001473
-0.014785	2.042706	0.003009	0.001473
0.001057	2.042757	-0.000215	-0.000105
-0.001057	2.042757	0.000215	0.000105
-0.014785	2.042706	0.003009	0.001473
0.013793	2.042712	-0.002807	-0.001374
-0.001057	2.042757	0.000215	0.000105
0.013793	2.042712	-0.002807	-0.001374
0.002023	2.042756	-0.000412	-0.000202
0.002023	2.042756	-0.000412	-0.000202
-0.013793	2.042712	0.002807	0.001374
-0.013793	2.042712	0.002807	0.001374
-0.002023	2.042756	0.000412	0.000202
0.012547	2.042720	-0.002554	-0.001250
0.003244	2.042754	-0.000660	-0.000323
-0.012547	2.042720	0.002554	0.001250
0.003244	2.042754	-0.000660	-0.000323
-0.012547	2.042720	0.002554	0.001250
-0.003244	2.042754	0.000660	0.000323
0.011105	2.042728	-0.002260	-0.001106
-0.003244	2.042754	0.000660	0.000323
0.004663	2.042752	-0.000949	-0.000465
0.011105	2.042728	-0.002260	-0.001106
-0.011105	2.042728	0.002260	0.001106
0.004663	2.042752	-0.000949	-0.000465
-0.004663	2.042752	0.000949	0.000465
-0.011105	2.042728	0.002260	0.001106
0.009526	2.042736	-0.001939	-0.000949
-0.004663	2.042752	0.000949	0.000465
0.009526	2.042736	-0.001939	-0.000949
0.006228	2.042748	-0.001268	-0.000620
-0.006228	2.042748	0.001268	0.000620
-0.006228	2.042748	0.001268	0.000620
 (-100.000000+0.000000j)	 (0.000007+99.979998j)	 (1.570796+0.000000j)
 (-100.000000+0.000000j)	 (0.000007+99.979998j)	 (1.570796+0.000000j)
 (-97.979798+0.000000j)	 (0.000007+97.959383j)	 (1.570796+0.000000j)
 (-95.959596+0.000000j)	 (0.000007+95.938752j)	 (1.570796+0.000000j)
 (-95.959596+0.000000j)	 (0.000007+95.938752j)	 (1.570796+0.000000j)
 (-93.939394+0.000000j)	 (0.000007+93.918101j)	 (1.570796+0.000000j)
 (-93.939394+0.000000j)	 (0.000007+93.918101j)	 (1.570796+0.000000j)
 (-91.919192+0.000000j)	 (0.000007+91.897431j)	 (1.570796+0.000000j)
 (-89.898990+0.000000j)	 (0.000007+89.876740j)	 (1.570796+0.000000j)
 (-87.878788+0.000000j)	 (0.000007+87.856026j)	 (1.570796+0.000000j)
 (-83.838384+0.000000j)	 (0.000007+83.814525j)	 (1.570796+0.000000j)
 (-85.858586+0.000000j)	 (0.000007+85.835289j)	 (1.570796+0.000000j)
 (-83.838384+0.000000j)	 (0.000007+83.814525j)	 (1.570796+0.000000j)
 (-79.797980+0.000000j)	 (0.000007+79.772913j)	 (1.570796+0.000000j)
 (-79.797980+0.000000j)	 (0.000007+79.772913j)	 (1.570796+0.000000j)
 (-77.777778+0.000000j)	 (0.000007+77.752059j)	 (1.570796+0.000000j)
